항목,당기,전기,당기_num,전기_num,year,table_index,source
배 당 률,391%,277%,391.0,277.0,2014,147,감사보고서_2014.htm
배 당 금 액 (백만원),2538990,1806629,2538990.0,1806629.0,2014,147,감사보고서_2014.htm
배 당 금 액 (백만원),385574,274974,385574.0,274974.0,2014,147,감사보고서_2014.htm
배 당 금 액 (백만원),2924564,2081603,2924564.0,2081603.0,2014,147,감사보고서_2014.htm
자기주식,"(8,429,313)","(7,323,432)",-8429313.0,-7323432.0,2014,149,감사보고서_2014.htm
주식선택권,806,10243,806.0,10243.0,2014,149,감사보고서_2014.htm
매도가능금융자산평가손익,1222820,1701665,1222820.0,1701665.0,2014,149,감사보고서_2014.htm
순확정급여부채 재측정요소,"(1,666,632)","(1,094,259)",-1666632.0,-1094259.0,2014,149,감사보고서_2014.htm
기타,1759048,1745724,1759048.0,1745724.0,2014,149,감사보고서_2014.htm
계,"(7,113,271)","(4,960,059)",-7113271.0,-4960059.0,2014,149,감사보고서_2014.htm
제품 및 재공품 등의 변동,32200,"(557,262)",32200.0,-557262.0,2014,153,감사보고서_2014.htm
원재료 등의 사용액 및 상품 매입액 등,74424665,86141165,74424665.0,86141165.0,2014,153,감사보고서_2014.htm
급여,9303132,9329327,9303132.0,9329327.0,2014,153,감사보고서_2014.htm
퇴직급여,913887,694934,913887.0,694934.0,2014,153,감사보고서_2014.htm
감가상각비,9219362,8698863,9219362.0,8698863.0,2014,153,감사보고서_2014.htm
무형자산상각비,891528,744706,891528.0,744706.0,2014,153,감사보고서_2014.htm
복리후생비,1443420,1244972,1443420.0,1244972.0,2014,153,감사보고서_2014.htm
지급수수료,3973538,4743817,3973538.0,4743817.0,2014,153,감사보고서_2014.htm
기타비용,23698821,25524562,23698821.0,25524562.0,2014,153,감사보고서_2014.htm
계(*),123900553,136565084,123900553.0,136565084.0,2014,153,감사보고서_2014.htm
급여,1744060,2161771,1744060.0,2161771.0,2014,155,감사보고서_2014.htm
퇴직급여,186627,140986,186627.0,140986.0,2014,155,감사보고서_2014.htm
지급수수료,3973538,4743817,3973538.0,4743817.0,2014,155,감사보고서_2014.htm
감가상각비,277761,202229,277761.0,202229.0,2014,155,감사보고서_2014.htm
무형자산상각비,270239,267063,270239.0,267063.0,2014,155,감사보고서_2014.htm
광고선전비,734815,994291,734815.0,994291.0,2014,155,감사보고서_2014.htm
판매촉진비,1272946,1280049,1272946.0,1280049.0,2014,155,감사보고서_2014.htm
운반비,694515,659324,694515.0,659324.0,2014,155,감사보고서_2014.htm
애프터서비스비,699563,618799,699563.0,618799.0,2014,155,감사보고서_2014.htm
기타판매비와관리비,2041840,1969665,2041840.0,1969665.0,2014,155,감사보고서_2014.htm
소계,11895904,13037994,11895904.0,13037994.0,2014,155,감사보고서_2014.htm
연구개발 총지출액,13755937,13256592,13755937.0,13256592.0,2014,155,감사보고서_2014.htm
개발비 자산화,"(940,001)","(461,030)",-940001.0,-461030.0,2014,155,감사보고서_2014.htm
소계,12815936,12795562,12815936.0,12795562.0,2014,155,감사보고서_2014.htm
계,24711840,25833556,24711840.0,25833556.0,2014,155,감사보고서_2014.htm
배당금수익,2524861.0,1337598.0,2524861.0,1337598.0,2014,157,감사보고서_2014.htm
임대료수익,86315.0,82787.0,86315.0,82787.0,2014,157,감사보고서_2014.htm
투자자산처분이익,80712.0,1061471.0,80712.0,1061471.0,2014,157,감사보고서_2014.htm
유형자산처분이익,98639.0,86712.0,98639.0,86712.0,2014,157,감사보고서_2014.htm
기타,716776.0,561740.0,716776.0,561740.0,2014,157,감사보고서_2014.htm
계,3507303.0,3130308.0,3507303.0,3130308.0,2014,157,감사보고서_2014.htm
유형자산처분손실,103405.0,44254.0,103405.0,44254.0,2014,157,감사보고서_2014.htm
기부금,315752.0,405257.0,315752.0,405257.0,2014,157,감사보고서_2014.htm
무형자산손상차손,56659.0,82599.0,56659.0,82599.0,2014,157,감사보고서_2014.htm
기타,231113.0,260100.0,231113.0,260100.0,2014,157,감사보고서_2014.htm
계,706929.0,792210.0,706929.0,792210.0,2014,157,감사보고서_2014.htm
이자수익,948261.0,649608.0,948261.0,649608.0,2014,159,감사보고서_2014.htm
- 대여금및수취채권,861170.0,644550.0,861170.0,644550.0,2014,159,감사보고서_2014.htm
- 매도가능금융자산,87091.0,5058.0,87091.0,5058.0,2014,159,감사보고서_2014.htm
외환차이,3310678.0,3251917.0,3310678.0,3251917.0,2014,159,감사보고서_2014.htm
파생상품관련이익,30179.0,17375.0,30179.0,17375.0,2014,159,감사보고서_2014.htm
계,4289118.0,3918900.0,4289118.0,3918900.0,2014,159,감사보고서_2014.htm
이자비용,224579.0,118935.0,224579.0,118935.0,2014,159,감사보고서_2014.htm
- 상각후원가로 측정하는 금융부채,138333.0,60863.0,138333.0,60863.0,2014,159,감사보고서_2014.htm
- 기타 금융부채,86246.0,58072.0,86246.0,58072.0,2014,159,감사보고서_2014.htm
외환차이,3487474.0,3724293.0,3487474.0,3724293.0,2014,159,감사보고서_2014.htm
파생상품관련손실,21792.0,3516.0,21792.0,3516.0,2014,159,감사보고서_2014.htm
계,3733845.0,3846744.0,3733845.0,3846744.0,2014,159,감사보고서_2014.htm
기간손익에 대한 당기법인세,3940377,4163214,3940377.0,4163214.0,2014,161,감사보고서_2014.htm
당기에 인식한 조정사항,14830,"(53,530)",14830.0,-53530.0,2014,161,감사보고서_2014.htm
세액공제의 이월로 인한 이연법인세변동액,634775,28490,634775.0,28490.0,2014,161,감사보고서_2014.htm
일시적차이로 인한 이연법인세변동액,"(1,896,868)",2154137,-1896868.0,2154137.0,2014,161,감사보고서_2014.htm
3. 자본에 직접 부가되는 법인세부담액,"(4,254)","(4,572)",-4254.0,-4572.0,2014,161,감사보고서_2014.htm
법인세비용,2688860,6287739,2688860.0,6287739.0,2014,161,감사보고서_2014.htm
법인세비용차감전순이익,17280641,24217259,17280641.0,24217259.0,2014,163,감사보고서_2014.htm
적용세율에 따른 법인세비용(*),4181915,5860577,4181915.0,5860577.0,2014,163,감사보고서_2014.htm
비과세수익,"(42,082)","(21,325)",-42082.0,-21325.0,2014,163,감사보고서_2014.htm
비공제비용,259037,69868,259037.0,69868.0,2014,163,감사보고서_2014.htm
세액공제,"(1,777,805)","(1,908,635)",-1777805.0,-1908635.0,2014,163,감사보고서_2014.htm
기타,67795,2287254,67795.0,2287254.0,2014,163,감사보고서_2014.htm
법인세비용,2688860,6287739,2688860.0,6287739.0,2014,163,감사보고서_2014.htm
12개월 이내에 결제될 이연법인세자산(부채),935016,"(589,262)",935016.0,-589262.0,2014,169,감사보고서_2014.htm
12개월 이후에 결제될 이연법인세자산(부채),"(1,299,382)","(1,364,909)",-1299382.0,-1364909.0,2014,169,감사보고서_2014.htm
계,"(364,366)","(1,954,171)",-364366.0,-1954171.0,2014,169,감사보고서_2014.htm
당기순이익,14591781,17929520,14591781.0,17929520.0,2014,171,감사보고서_2014.htm
당기순이익 중 보통주 해당분,12671410,15567638,12671410.0,15567638.0,2014,171,감사보고서_2014.htm
÷ 가중평균유통보통주식수,130924,130880,130924.0,130880.0,2014,171,감사보고서_2014.htm
기본 보통주 주당이익(단위: 원),96784,118946,96784.0,118946.0,2014,171,감사보고서_2014.htm
당기순이익,14591781,17929520,14591781.0,17929520.0,2014,173,감사보고서_2014.htm
당기순이익 중 우선주 해당분,1920371,2361882,1920371.0,2361882.0,2014,173,감사보고서_2014.htm
÷ 가중평균유통우선주식수,19849,19854,19849.0,19854.0,2014,173,감사보고서_2014.htm
기본 우선주 주당이익(단위: 원),96749,118964,96749.0,118964.0,2014,173,감사보고서_2014.htm
보통주 희석순이익,12671474,15568070,12671474.0,15568070.0,2014,175,감사보고서_2014.htm
÷ 가중평균된 유통보통주식수와 희석성 잠재적보통주의 합산 주식수,130933,130911,130933.0,130911.0,2014,175,감사보고서_2014.htm
희석 보통주 주당이익(단위: 원),96779,118921,96779.0,118921.0,2014,175,감사보고서_2014.htm
우선주 희석순이익,1920307,2361450,1920307.0,2361450.0,2014,177,감사보고서_2014.htm
÷ 가중평균된 유통우선주식수와 희석성 잠재적우선주의 합산 주식수,19849,19854,19849.0,19854.0,2014,177,감사보고서_2014.htm
희석 우선주 주당이익(단위:원),96746,118942,96746.0,118942.0,2014,177,감사보고서_2014.htm
1. 법인세비용,2688860,6287739,2688860.0,6287739.0,2014,179,감사보고서_2014.htm
2. 금융수익,"(1,326,674)","(1,093,580)",-1326674.0,-1093580.0,2014,179,감사보고서_2014.htm
3. 금융비용,681752,341172,681752.0,341172.0,2014,179,감사보고서_2014.htm
4. 퇴직급여,913887,694934,913887.0,694934.0,2014,179,감사보고서_2014.htm
5. 감가상각비,9219362,8698863,9219362.0,8698863.0,2014,179,감사보고서_2014.htm
6. 무형자산상각비,891528,744706,891528.0,744706.0,2014,179,감사보고서_2014.htm
7. 대손상각비 등,276343,232772,276343.0,232772.0,2014,179,감사보고서_2014.htm
8. 배당금수익,"(2,524,861)","(1,337,598)",-2524861.0,-1337598.0,2014,179,감사보고서_2014.htm
9. 유형자산처분이익,"(98,639)","(86,712)",-98639.0,-86712.0,2014,179,감사보고서_2014.htm
10. 유형자산처분손실,103405,44254,103405.0,44254.0,2014,179,감사보고서_2014.htm
11. 재고자산평가손실 등,446394,139199,446394.0,139199.0,2014,179,감사보고서_2014.htm
12. 투자자산처분이익,"(80,712)","(1,061,471)",-80712.0,-1061471.0,2014,179,감사보고서_2014.htm
13. 무형자산손상차손,56659,82599,56659.0,82599.0,2014,179,감사보고서_2014.htm
"14. 기타 수익, 비용","(352,580)","(384,482)",-352580.0,-384482.0,2014,179,감사보고서_2014.htm
계,10894724,13302395,10894724.0,13302395.0,2014,179,감사보고서_2014.htm
1. 매출채권의 증가,"(1,348,246)","(606,641)",-1348246.0,-606641.0,2014,181,감사보고서_2014.htm
2. 미수금의 감소(증가),513161,"(365,689)",513161.0,-365689.0,2014,181,감사보고서_2014.htm
3. 선급금의 감소(증가),30300,"(126,468)",30300.0,-126468.0,2014,181,감사보고서_2014.htm
4. 장단기선급비용의 증가,"(1,937,426)","(308,493)",-1937426.0,-308493.0,2014,181,감사보고서_2014.htm
5. 재고자산의 증가,"(125,693)","(687,461)",-125693.0,-687461.0,2014,181,감사보고서_2014.htm
6. 매입채무의 감소,"(1,039,814)","(28,345)",-1039814.0,-28345.0,2014,181,감사보고서_2014.htm
7. 장단기미지급금의 증가,1451830,736298,1451830.0,736298.0,2014,181,감사보고서_2014.htm
8. 선수금의 감소,"(1,758)","(75,067)",-1758.0,-75067.0,2014,181,감사보고서_2014.htm
9. 예수금의 증가,84534,54754,84534.0,54754.0,2014,181,감사보고서_2014.htm
10. 미지급비용의 증가,1614044,678774,1614044.0,678774.0,2014,181,감사보고서_2014.htm
11. 충당부채의 (감소)증가,"(674,588)",1794008,-674588.0,1794008.0,2014,181,감사보고서_2014.htm
12. 퇴직금의 지급,"(332,498)","(210,400)",-332498.0,-210400.0,2014,181,감사보고서_2014.htm
13. 사외적립자산의 증가,"(2,975,072)","(599,493)",-2975072.0,-599493.0,2014,181,감사보고서_2014.htm
14. 기타,109322,33246,109322.0,33246.0,2014,181,감사보고서_2014.htm
계,"(4,631,904)",289023,-4631904.0,289023.0,2014,181,감사보고서_2014.htm
매도가능금융자산평가,"(514,077)",840908,-514077.0,840908.0,2014,183,감사보고서_2014.htm
유형자산의 본계정 대체,7283986,7616595,7283986.0,7616595.0,2014,183,감사보고서_2014.htm
사채의 유동성 대체,5304,5083,5304.0,5083.0,2014,183,감사보고서_2014.htm
"종속기업, 관계기업 및 공동기업 투자  매도가능금융자산으로 재분류",1218610,-,1218610.0,0.0,2014,183,감사보고서_2014.htm
매도가능금융자산 매각예정분류자산으로 대체,100051,-,100051.0,0.0,2014,183,감사보고서_2014.htm
"종속기업, 관계기업 및 공동기업 투자  매각예정분류자산으로 대체",289507,-,289507.0,0.0,2014,183,감사보고서_2014.htm
USD,134051,254085,134051.0,254085.0,2014,185,감사보고서_2014.htm
EUR,53007,25722,53007.0,25722.0,2014,185,감사보고서_2014.htm
JPY,"(1,254)",15317,-1254.0,15317.0,2014,185,감사보고서_2014.htm
단기매도가능금융자산,1016878,,1016878.0,,2014,195,감사보고서_2014.htm
장기매도가능금융자산,3981755,,3981755.0,,2014,195,감사보고서_2014.htm
기타,-,,0.0,,2014,195,감사보고서_2014.htm
기초잔액,288170,218384,288170.0,218384.0,2014,201,감사보고서_2014.htm
매입,11139,60992,11139.0,60992.0,2014,201,감사보고서_2014.htm
매도 등,"(1,842)",(399),-1842.0,-399.0,2014,201,감사보고서_2014.htm
당기손익으로 인식된 손익,"(53,053)",-,-53053.0,0.0,2014,201,감사보고서_2014.htm
기타포괄손익으로 인식된 손익,"(29,272)",275,-29272.0,275.0,2014,201,감사보고서_2014.htm
기타,"(33,158)",8918,-33158.0,8918.0,2014,201,감사보고서_2014.htm
기말잔액,181984,288170,181984.0,288170.0,2014,201,감사보고서_2014.htm
기타,-,,0.0,,2014,205,감사보고서_2014.htm
사채,-,,0.0,,2014,205,감사보고서_2014.htm
장기미지급금,-,,0.0,,2014,205,감사보고서_2014.htm
Ⅰ. 유 동 자 산,67002055,62054773,67002055.0,62054773.0,2015,11,감사보고서_2015.htm
1. 현금및현금성자산,3062960,1643318,3062960.0,1643318.0,2015,11,감사보고서_2015.htm
2. 단기금융상품,27763589,26454093,27763589.0,26454093.0,2015,11,감사보고서_2015.htm
3. 단기매도가능금융자산,3021210,2137533,3021210.0,2137533.0,2015,11,감사보고서_2015.htm
4. 매출채권,20251464,18940786,20251464.0,18940786.0,2015,11,감사보고서_2015.htm
5. 미수금,2314823,3218973,2314823.0,3218973.0,2015,11,감사보고서_2015.htm
6. 선급금,1105216,977114,1105216.0,977114.0,2015,11,감사보고서_2015.htm
7. 선급비용,1980305,1846360,1980305.0,1846360.0,2015,11,감사보고서_2015.htm
8. 재고자산,6578112,5553834,6578112.0,5553834.0,2015,11,감사보고서_2015.htm
9. 기타유동자산,847303,821079,847303.0,821079.0,2015,11,감사보고서_2015.htm
10. 매각예정분류자산,77073,461683,77073.0,461683.0,2015,11,감사보고서_2015.htm
Ⅱ. 비 유 동 자 산,101967575,102005810,101967575.0,102005810.0,2015,11,감사보고서_2015.htm
1. 장기매도가능금융자산,3205283,7106234,3205283.0,7106234.0,2015,11,감사보고서_2015.htm
"2. 종속기업, 관계기업 및 공동기업 투자",44107398,41857431,44107398.0,41857431.0,2015,11,감사보고서_2015.htm
3. 유형자산,45148629,43744259,45148629.0,43744259.0,2015,11,감사보고서_2015.htm
4. 무형자산,3407229,3051564,3407229.0,3051564.0,2015,11,감사보고서_2015.htm
5. 장기선급비용,3845119,4415935,3845119.0,4415935.0,2015,11,감사보고서_2015.htm
6. 순확정급여자산,56174,135951,56174.0,135951.0,2015,11,감사보고서_2015.htm
7. 이연법인세자산,865903,-,865903.0,0.0,2015,11,감사보고서_2015.htm
8. 기타비유동자산,1331840,1694436,1331840.0,1694436.0,2015,11,감사보고서_2015.htm
자 산 총 계,168969630,164060583,168969630.0,164060583.0,2015,11,감사보고서_2015.htm
Ⅰ. 유 동 부 채,29630488,28208638,29630488.0,28208638.0,2015,11,감사보고서_2015.htm
1. 매입채무,3887983,4677527,3887983.0,4677527.0,2015,11,감사보고서_2015.htm
2. 단기차입금,7127527,2928182,7127527.0,2928182.0,2015,11,감사보고서_2015.htm
3. 미지급금,5952236,6460166,5952236.0,6460166.0,2015,11,감사보고서_2015.htm
4. 선수금,160990,139803,160990.0,139803.0,2015,11,감사보고서_2015.htm
5. 예수금,341806,596164,341806.0,596164.0,2015,11,감사보고서_2015.htm
6. 미지급비용,6126350,7413148,6126350.0,7413148.0,2015,11,감사보고서_2015.htm
7. 미지급법인세,1802344,1707176,1802344.0,1707176.0,2015,11,감사보고서_2015.htm
8. 유동성장기부채,5666,5304,5666.0,5304.0,2015,11,감사보고서_2015.htm
9. 충당부채,4207745,4246054,4207745.0,4246054.0,2015,11,감사보고서_2015.htm
10. 기타유동부채,17841,14855,17841.0,14855.0,2015,11,감사보고서_2015.htm
11. 매각예정분류부채,-,20259,0.0,20259.0,2015,11,감사보고서_2015.htm
Ⅱ. 비 유 동 부 채,2910887,3174870,2910887.0,3174870.0,2015,11,감사보고서_2015.htm
1. 사채,62326,63648,62326.0,63648.0,2015,11,감사보고서_2015.htm
2. 장기미지급금,2387934,2305055,2387934.0,2305055.0,2015,11,감사보고서_2015.htm
3. 이연법인세부채,-,364366,0.0,364366.0,2015,11,감사보고서_2015.htm
4. 장기충당부채,457290,437974,457290.0,437974.0,2015,11,감사보고서_2015.htm
5. 기타비유동부채,3337,3827,3337.0,3827.0,2015,11,감사보고서_2015.htm
부 채 총 계,32541375,31383508,32541375.0,31383508.0,2015,11,감사보고서_2015.htm
Ⅰ. 자본금,897514,897514,897514.0,897514.0,2015,11,감사보고서_2015.htm
1. 우선주자본금,119467,119467,119467.0,119467.0,2015,11,감사보고서_2015.htm
2. 보통주자본금,778047,778047,778047.0,778047.0,2015,11,감사보고서_2015.htm
Ⅱ. 주식발행초과금,4403893,4403893,4403893.0,4403893.0,2015,11,감사보고서_2015.htm
Ⅲ. 이익잉여금,143629177,134464189,143629177.0,134464189.0,2015,11,감사보고서_2015.htm
Ⅳ. 기타자본항목,"(12,526,126)","(7,113,271)",-12526126.0,-7113271.0,2015,11,감사보고서_2015.htm
Ⅴ. 매각예정분류기타자본항목,23797,24750,23797.0,24750.0,2015,11,감사보고서_2015.htm
자 본 총 계,136428255,132677075,136428255.0,132677075.0,2015,11,감사보고서_2015.htm
부채와자본총계,168969630,164060583,168969630.0,164060583.0,2015,11,감사보고서_2015.htm
